Artist,Title,Medium,Year_acquisition,Medium_classified
Anónimo,Sevilla. Panorama desde Triana (Seville. Panorama from Triana),Photography,2005,photography
Anónimo,Sevilla. Panorama desde la Pasadera [sic] (Seville. Panorama from the Pasadera [sic]),Photography,2005,photography
Anónimo,Sevilla. Panorama desde los jardines del Alcázar (Seville. Panorama from the Alcázar Gardens),Photography,2005,photography
Anónimo,Granada. Panorama de la Alhambra (Granada. Panorama of the Alhambra),Photography,2005,photography
Anónimo,Cádiz,Photography,2005,photography
Anónimo,Málaga. Panorama desde La Farola (Malaga. Panorama from La Farola),Photography,2005,photography
Anónimo,Málaga,Photography,2005,photography
Anónimo,Cartagena. Panorama del Puerto (Cartagena. Panorama of the Port),Photography,2005,photography
Anónimo,Barcelona. Panorama de Barceloneta (Barcelona. Panorama of Barceloneta),Photography,2005,photography
Anónimo,Fuenterrabía. Vista general tomada desde Hendaya (Fuenterrabía. General View from Hendaya),Photography,2005,photography
Anónimo,San Sebastián,Photography,2005,photography
Anónimo,Barcelona. Plaza de Cataluña (Barcelona. Cataluña Square),Photography,2005,photography
Anónimo,Barcelona. Rambla del Centro,Photography,2005,photography
Anónimo,Valencia. Plaza de la Reina,Photography,2005,photography
Anónimo,Madrid. Estación del Norte y Palacio Real (Madrid. North Station and the Royal Palace),Photography,2005,photography
Anónimo,Madrid. Puerta del Sol,Photography,2005,photography
Anónimo,Madrid. La Equitativa,Photography,2005,photography
Anónimo,Madrid. Ministerio de la Guerra (Madrid. Ministry of Defence),Photography,2005,photography
Anónimo,Pasajes. El puerto (Guipúzcoa) (Pasajes. The Port [Guipúzcoa]),Photography,2005,photography
Anónimo,Santander. Vista general del muelle de Calderón (Santander. General View of the Calderón Pier),Photography,2005,photography
Anónimo,Santander. Muelle de Maliaño (Santander. Maliaño Pier),Photography,2005,photography
Anónimo,Santander. Sardinero. La estación (Santander. Sardinero. The Station),Photography,2005,photography
Anónimo,Sevilla. Plaza de la Constitución (Sevilla. Plaza de la Constitución),Photography,2005,photography
Anónimo,Sevilla. El Prado de San Sebastián (Seville. Prado de San Sebastián Park),Photography,2005,photography
Anónimo,Cartagena. Vista general desde el puerto (Cartagena. General View from the Port),Photography,2005,photography
Anónimo,Cartagena. Vista general con el Arsenal (Cartagena. General View with the Naval Dockyard),Photography,2005,photography
Anónimo,Huelva. El muelle de Río Tinto (Huelva. Jetty on the Tinto River),Photography,2005,photography
Anónimo,La Coruña,Photography,2005,photography
Anónimo,Vigo. Vista general desde la estación (Vigo. General View from the Station),Photography,2005,photography
Anónimo,Barcelona. Sucesos de julio 1909 (Barcelona. Incidents of July 1909),Photography,2019,photography
Anónimo,Pablo Picasso - No Title,Photography,2005,photography
Anónimo,Pablo Picasso - Drawing,Photography,2005,photography
Anónimo,Pablo Picasso - Sculpture,Photography,2005,photography
Anónimo,Marius de Zayas: Alfred Stieglitz (ca. 1912),Photography,2005,photography
Anónimo,Pablo Picasso - Sculpture,Photography,2005,photography
Anónimo,Pablo Picasso - Woman with Mandolin,Photography,2005,photography
Anónimo,Francis Picabia: Star-Dancer on Board a Transatlantic Steamer,Photography,2005,photography
Anónimo,"Marius de Zayas: Mrs. Eugene Meyer, Jr.",Photography,2005,photography
Anónimo,Marius de Zayas: Two Friends,Photography,2005,photography
Anónimo,Marius de Zayas: Theodore Roosevelt,Photography,2005,photography
Anónimo,Marius de Zayas: Paul B. Haviland,Photography,2005,photography
Anónimo,Marius de Zayas: Francis Picabia,Photography,2005,photography
Anónimo,Freixenet. S. Sadurní de Noya,Graphic art,2019,graphics
Anónimo,"Members of La Barraca Setting up the Stage for the Production of “The Vigilant Sentinel” by Miguel de Cervantes (Almazán, Soria)","Photography, Theatre",2012,photography
Anónimo,"Federico García Lorca. Huerta de San Vicente, Granada","Photography, Theatre",2012,photography
Anónimo,"Production by La Barraca of the Auto Sacramental “Life is a Dream” by Calderón de la Barca, with Sets by Benjamin Palencia, at the Universidad Central de Madrid","Photography, Theatre",2012,photography
Anónimo,"Members of La Barraca Setting up the Stage for the Production of “The Vigilant Sentinel” by Miguel de Cervantes (Almazán, Soria)","Photography, Theatre",2012,photography
Anónimo,"La Barraca. Scene from the Auto Sacramental “Life is a Dream” by Calderón de la Barca, with Sets by Benjamín Palencia","Photography, Theatre",2012,photography
Anónimo,"Arturo Sáenz de Tejada in the Role of ""Fire"" for La Barraca´s Production of the Auto Sacramental ""Life is a Dream"" by Calderón de la Barca, with Sets by Benjamin Palencia","Photography, Theatre",2012,photography
Anónimo,"Federico García Lorca in the Role of ""Shadow"" for La Barraca's Production of the Auto Sacramental ""Life is a Dream"" by Calderón de la Barca, with Sets by Benjamin Palencia","Photography, Theatre",2012,photography
Anónimo,"Federico García Lorca in the Role of ""Shadow"" for La Barraca's Production of the Auto Sacramental ""Life is a Dream"" by Calderón de la Barca, with Sets by Benjamin Palencia","Photography, Theatre",2012,photography
Anónimo,"Stage Set Up by Members of the La Barraca Theatre Company for the Performance of “The Careful Guard”, by Miguel de Cervantes (Almazán, Soria)","Photography, Theatre",2012,photography
Anónimo,"La Barraca Theatre Company. A Scene, with Benjamín Palencia’s Set Design, of the ""Dispute of Four Elements"" from Auto Sacramental “Life Is a Dream”, by Calderón de la Barca","Photography, Theatre",2012,photography
Anónimo,"Diego Marín in La Barraca’s Performance of “The Careful Guard”, by Miguel de Cervantes (Almazán, Soria)","Photography, Theatre",2012,photography
Anónimo,"Federico García Lorca in the Role of ""Shadow"" for La Barraca's Performance of Auto Sacramental “Life Is a Dream”, by Calderón de la Barca, with Benjamín Palencia’s Set Design","Theatre, Photography",2012,photography
Anónimo,Eduardo Ugarte and Federico García Lorca on one of La Barraca’s Trips,"Documents, Documentary record",2012,
Anónimo,Camión de montaje de La Barraca (La Barraca's Stage Equipment Lorry),Photography,2012,photography
Anónimo,"Federico García Lorca Reading a Text before La Barraca's Production of “The Vigilant Sentinel” by Miguel de Cervantes (Almazán, Soria)","Theatre, Photography",2012,photography
Anónimo,"La Barraca. Scene from the Auto Sacramental “Life is a Dream” by Calderón de la Barca, with Sets by Benjamín Palencia","Theatre, Photography",2012,photography
Anónimo,"María del Carmen García Lasgoity, Federico García Lorca, Isabel García Lorca and Jacinto Higueras (Santander)","Photography, Theatre",2012,photography
Anónimo,Componentes de La Barraca (Members of La Barraca),"Theatre, Photography",2012,photography
Anónimo,"Traje masculino castellano «paleto», para la obra escénica «La Romería de los Cornudos» (Spanish ""Yokel"" Men's Suit for the Play ""The Pilgrimage of Cuckolds"")",Modern dance,2012,
Anónimo,Equipo de Misiones Pedagógicas trabajando en Puebla de Sanabria (The Pedagogical Missions Team Working in Puebla de Sanabria),"Photography, Theatre",2012,photography
Anónimo,Público durante una representación teatral. Misiones Pedagógicas (Audience During a Theatrical Performance. Pedagogical Missions),"Theatre, Photography",2012,photography
Anónimo,Representación teatral. Misiones Pedagógicas (Theatrical Production. Pedagogical Missions),"Theatre, Photography",2012,photography
Anónimo,Montaje de escenario. Misiones Pedagógicas (Setting up the Stage. Pedagogical Missions),"Theatre, Photography",2012,photography
Anónimo,Sigue adelante... Jantzen 1935 (Carry on... Jantzen 1935),Graphic art,2019,graphics
Anónimo,Atlantic Style. Trois en un (Atlantic Style. Three in One),Photography,2019,photography
Anónimo,"La Barraca’s Performance of “The Gentleman of Olmedo”, by Lope de Vega, with José Caballero’s Set Design","Photography, Theatre",2012,photography
Anónimo,Cartel Guerra Civil (Civil War Poster),"Work on paper, Drawing",2009,graphics
Anónimo,Cartel Guerra Civil (Civil War Poster),"Work on paper, Drawing",2009,graphics
Anónimo,Mujer con rifle patrullando las calles de Barcelona (Woman with Rifle Patrolling the Streets of Barcelona),Photography,2009,photography
Anónimo,Mujeres soldados (Female Soldiers),Photography,2009,photography
Anónimo,Civil War Wedding,Photography,2009,photography
Anónimo,"Sorrow of War Stamped in These Features, Barcelona",Photography,2009,photography
Anónimo,"Enfermeras de la Cruz Roja durante la Guerra Civil, Barcelona (Red Cross Nurses During the Spanish Civil War, Barcelona)",Photography,2009,photography
Anónimo,Milicianas (Militiawomen),Photography,2009,photography
Anónimo,Republicanos en Somosierra (Republicans in Somosierra),Photography,2009,photography
Anónimo,Women at the Siege of Toledo's Alcázar,Photography,2009,photography
Anónimo,Ayuda a los hospitales de sangre (Help the Field Hospitals),Graphic art,2009,graphics
Anónimo,Ayuda a los hospitales de sangre (Help the Field Hospitals),Graphic art,2009,graphics
Anónimo,"La Barraca’s Performance of “Fuenteovejuna”, by Lope de Vega (Ciudad Real)","Photography, Theatre",2012,photography
Anónimo,"La Barraca’s Performance of “Fuenteovejuna”, by Lope de Vega (Ciudad Real)","Photography, Theatre",2012,photography
Anónimo,Auca de Queipo de Llano (Queipo de Llano's Hallelujahs),Graphic art,2009,graphics
Anónimo,Mujer con rifle en la defensa de Barcelona (Woman with Rifle Defending Barcelona),Photography,2009,photography
Anónimo,American Nurses Welcomed in Spain,Photography,2009,photography
Anónimo,¡La España democrática te necesita! !Alistate en las milicias populares antifascistas! (Democratic Spain Needs You! Enlist with the People’s Anti-Fascist Militias!),Graphic art,2009,graphics
Anónimo,Ejército del pueblo. Revista ilustrada de la guerra. Portavoz del ejército popular regular (People’s Army. Illustrated Magazine on the War. Spokesperson of the People’s Regular Army),Graphic art,2009,graphics
Anónimo,"Ferroviarios, arrollemos al fascio (Railroad Workers, Steamroll Fascism)",Graphic art,2009,graphics
Anónimo,"Campo de concentración de españoles en Gurs, Francia (Concentration Camp for Spaniards in Gurs, France)",Photography,2008,photography
Anónimo,"Campo de concentración de españoles en Gurs, Francia (Concentration Camp for Spaniards in Gurs, France)",Photography,2008,photography
Anónimo,La Dama Enfermera (Lady Nurse),Graphic art,2009,graphics
Anónimo,"Campo de concentración de españoles en Gurs, Francia (Concentration Camp for Spaniards in Gurs, France)",Photography,2008,photography
Anónimo,"Cartel de la exposición «España Libre, Esposizone d'arte Spagnola Contemporanea» (Exhibition Poster ""España Libre, Esposizone d'arte Spagnola Contemporanea"")",Graphic art,2018,graphics
Ant Farm,Cadillac Ranch Show,Video,2007,video art
Eleanor Antin,Representational Painting,"Video, Performance",2007,video art
Eleanor Antin,The Ballerina and the Bum,Video,2008,video art
Leonor Antunes,Discrepancies with T.P.,"Sculpture, Installation",2012,sculpture
Anzo (José Iranzo),Aislamiento (Isolation),Graphic art,2013,graphics
Anzo (José Iranzo),Aislamiento 70 (Isolation 70),Painting,1988,painting
Gerardo Aparicio Yagüe,Casa pilosa (Hirsute House),Sculpture,1994,sculpture
Ibon Aranberri,Política hidráulica (Water Policy),"Installation, Photography",2011,installation
Luis Araquistáin,¿Qué es España? (What is Spain?),Film,2012,video art
Vasco Araújo,O Jardim (The Garden),Video,2006,video art
Arbeiterfotografie Köln,Serie Spielen Verboten (BIB Ausstellung) (Playing Forbidden Series [Exhibition BIB]),Photography,2015,photography
Arbeiterfotografie Köln,Zur Geschichte der Arbeiterfotografie (On the History of Arbeiterfotografie [Worker Photography]),Photography,2015,photography
Arbeiterfotografie Köln,Serie Arbeiterfotografen (Worker Photographers Series),Photography,2015,photography
Arbeiterfotografie Köln,Stadtplanung für wen? (BINA Ausstellung) (Town Planning for Whom? [Exhibition BINA]),Photography,2015,photography
Diane Arbus,"A Flower Girl at a Wedding, Connecticut",Photography,2003,photography
Diane Arbus,Two Ladies at the Automat N.Y.C.,Photography,2003,photography
Diane Arbus,"Girl in a Shiny Dress, New York 1967",Photography,2003,photography
Rafael Argelés Escriche,Cristo en el sepulcro (Christ in the Tomb),Painting,1988,painting
Alain Arias-Misson,A Madrid (To Madrid),"Work on paper, Collage",2010,graphics
Antoni Arissa,No Title,Photography,2011,photography
Antoni Arissa,No Title,Photography,2011,photography
Antoni Arissa,No Title,Photography,2011,photography
Antoni Arissa,No Title,Photography,2011,photography
Antoni Arissa,Marinero (Sailor),Photography,2011,photography
Pilar de Arístegui Petit,"Moros y cristianos (Chimayó, New México) (Moors and Christians [Chimayó, New México])",Painting,1988,painting
Arman (Armand Pierre Fernández),Le cerveau éléctronique (Acumulation de machines) (Electronic Brain [Machine Accumulation]),Sculpture,2010,sculpture
Carmen Arozena Rodríguez,El linchado (Lynched),Graphic art,1988,graphics
Jean Arp,Objets placés selon les lois du hasard (Objects Placed According to the Laws of Chance),Sculpture,1990,sculpture
Eduardo Arranz-Bravo,Can-Can,Painting,1988,painting
Adolpho Arrietta,Les intrigues de Sylvie Cousky,Film,2012,video art
Adolpho Arrietta,Tam-tam,Film,2012,video art
Eduardo Arroyo,Los cuatro dictadores (The Four Dictators),Painting,1990,painting
Eduardo Arroyo,Vivre et laisser mourir ou la fin tragique de Marcel Duchamp (Live and Let Die or the Tragic End of Marcel Duchamp),Painting,2013,painting
Eduardo Arroyo,España te miró (Spain Watched You),Painting,2005,painting
Eduardo Arroyo,"Oui oui, nous rentrerons dans le Marché Commun (Yes Yes, We Will Join the Common Market)",Painting,2005,painting
Eduardo Arroyo,Le jour où j'ai rencontré mon premier amour (The Day I Met My First Love),Painting,2012,painting
Eduardo Arroyo,Ronda de noche con porras (Night Watch with Batons),Painting,2021,painting
Eduardo Arroyo,Toute la ville en parle. Le chat noir (The Whole City Is Talking About It. The Black Cat),Painting,1988,painting
Eduardo Arroyo,Madrid-Paris-Madrid,Painting,1988,painting
Eduardo Arroyo,Madrid-Paris-Madrid,Painting,1988,painting
Eduardo Arroyo,Carmen Amaya frit des sardines au Waldorf Astoria (Carmen Amaya Fries Sardines at the Waldorf Astoria),Painting,1997,painting
Eduardo Arroyo,Gatos y perros (Cats and Dogs),Painting,1990,painting
Eduardo Arroyo,Rashomon,Painting,2001,painting
Aurelio Arteta,Náufragos (Shipwrecked Men),Painting,1988,painting
Aurelio Arteta,Bañistas (Bathers),Painting,1988,painting
Francisco Artigau Segui,El collar (Burguesía) (The Necklace [Bourgeoisie]),Graphic art,2010,graphics
Francisco Artigau Segui,El mingitorio del Liceu (El mayordomo) (Liceu's urinal [The Butler]),Graphic art,2010,graphics
Juan Asensio,Sin título (Untitled),Sculpture,2007,sculpture
Oreet Ashery,The World is Flooding,,2017,
Elena Asins,Sin título (Untitled),"Work on paper, Collage, Work on paper, Drawing",2018,graphics
Elena Asins,Sin título (Untitled),"Work on paper, Drawing",2018,graphics
Elena Asins,Sin título (Composición geométrica) (Untitled [Geometric Composition]),Painting,2019,painting
Elena Asins,Sin título (Untitled),Painting,2019,painting
Elena Asins,Sin título (Untitled),"Work on paper, Drawing",2011,graphics
Elena Asins,Sin título (Untitled),"Work on paper, Drawing",2011,graphics
Elena Asins,Sin título (Untitled),"Work on paper, Collage",2011,graphics
Elena Asins,Sin título (Untitled),Sculpture,2011,sculpture
Elena Asins,Sin título (Untitled),"Work on paper, Drawing",2011,graphics
Elena Asins,Sin título (Untitled),"Work on paper, Collage",2011,graphics
Elena Asins,Sin título (Untitled),"Work on paper, Collage",2011,graphics
Elena Asins,Sin título (Untitled),"Work on paper, Collage",2011,graphics
