Artist,Title,Medium,Year_acquisition
Luis Fernández,"Sin título (Felicitación de Navidad, 1972) (Untitled [Christmas Card, 1972])","Work on paper, Drawing",2004
María Luisa Fernández,Burlas expresionistas (Expressionist Mockery),Installation,2012
María Luisa Fernández,Artistas Ideales. Man Ray (Ideal Artists. Man Ray),Sculpture,1997
Casto Fernández-Shaw,Monumento Faro de Colón (Columbus Lighthouse Monument),Architecture,1988
Casto Fernández-Shaw,Basílica del Sumo Hacedor (Basilica of the Great Maker),Architecture,1988
Casto Fernández-Shaw,Palacio de Exposiciones y Congresos de Madrid (Madrid Conference and Exhibition Centre),Architecture,1988
Casto Fernández-Shaw,Garaje radial subterráneo Autopark (Underground Radial Carpark),Architecture,1988
Casto Fernández-Shaw,Casa Casto Fernández Shaw (Castro Fernández Shaw House),Architecture,1988
Casto Fernández-Shaw,Faro de la Hispanidad (Lighthouse of Spanish Heritage),Architecture,1988
Carlos Ferrand,Occidental y cristiano (Western and Christian),Photography,2019
Carlos Ferrand,La Familia Rojas (Rojas Family),Photography,2018
Carlos Ferrand,La Familia Rojas (Rojas Family),Photography,2018
Carlos Ferrand,La Familia Rojas (Rojas Family),Photography,2018
Carlos Ferrand,La Familia Rojas (Rojas Family),Photography,2018
Carlos Ferrand,La Familia Rojas (Rojas Family),Photography,2018
Carlos Ferrand,La Familia Rojas (Rojas Family),Photography,2018
Carlos Ferrand,La Familia Rojas (Rojas Family),Photography,2018
Carlos Ferrand,La Familia Rojas (Rojas Family),Photography,2018
Carlos Ferrand,Villa El Salvador,Photography,2018
Carlos Ferrand,Villa El Salvador,Photography,2018
Carlos Ferrand,Villa El Salvador,Photography,2018
Carlos Ferrand,Villa El Salvador,Photography,2018
Carlos Ferrand,Villa El Salvador,Photography,2018
Carlos Ferrand,Villa El Salvador,Photography,2018
Carlos Ferrand,Villa El Salvador,Photography,2018
Carlos Ferrand,Villa El Salvador,Photography,2018
Carlos Ferrand,Occidental y cristiano (Western and Christian),Photography,2019
Tomás Ferrándiz,Clamor de Guerra (War Clamour),"Work on paper, Drawing",2012
Ángel Ferrant,Cabeza de mujer (Head of Woman),Sculpture,1988
Ángel Ferrant,Reyes Magos (Kings of the Orient),Sculpture,1988
Ángel Ferrant,Dibuix (Drawing),"Work on paper, Drawing",2015
Ángel Ferrant,Pase de muleta (Muleta Pass),Sculpture,1988
Ángel Ferrant,Banderillas,Sculpture,1988
Ángel Ferrant,Diestro volteado (Matador Flipped into the Air),Sculpture,1988
Ángel Ferrant,Ovación y Arrastre (Ovation and Dragging),Sculpture,1988
Ángel Ferrant,Toro manso al corral (Tame Bull in the Corral),Sculpture,1988
Ángel Ferrant,Capote a tiempo (Cape in Time),Sculpture,1988
Ángel Ferrant,Balear,Sculpture,1988
Ángel Ferrant,Ondina,Sculpture,2007
Ángel Ferrant,Maniquí (Mannequin),Sculpture,1988
Ángel Ferrant,Figura de mujer (Female Figure),Sculpture,1988
Ángel Ferrant,Desnudo femenino (Female Nude),Sculpture,1988
Ángel Ferrant,Mujer hacendosa (Industrious Woman),Sculpture,1997
Ángel Ferrant,Tres mujeres (Three Women),Sculpture,1988
Ángel Ferrant,Majestad (Majesty),Sculpture,1988
Ángel Ferrant,Mujer en jarras (Woman with Arms Akimbo),Sculpture,1988
Ángel Ferrant,Friso de caballos (Horses Frieze),Sculpture,1988
Ángel Ferrant,Friso de caballos (Horses Frieze),Sculpture,1988
Ángel Ferrant,Friso de caballos (Horses Frieze),Sculpture,1988
Ángel Ferrant,Friso de caballos (Horses Frieze),Sculpture,1988
Ángel Ferrant,Móvil estático cambiante (Static Changing Mobile),Sculpture,1988
Ángel Ferrant,Sin título (Untitled),"Work on paper, Drawing",1988
Ángel Ferrant,Sin título (Untitled),"Work on paper, Drawing",1988
Ángel Ferrant,Sin título (Untitled),"Work on paper, Drawing",1988
Ángel Ferrant,Sin título (Untitled),"Work on paper, Drawing",1988
Ángel Ferrant,Sin título (Untitled),"Work on paper, Drawing",1988
Ángel Ferrant,Sin título (Untitled),"Work on paper, Drawing",1997
Ángel Ferrant,Sin título (boceto para una escultura) (Untitled [Sketch for a Sculpture]),"Work on paper, Drawing",1997
Ángel Ferrant,Estático cambiante. Estudio para gallo (Static Changing. Study for Rooster),"Work on paper, Drawing",2001
Ángel Ferrant,Figura Totem 9 (Totem Figure 9),Sculpture,1988
Ángel Ferrant,Gallo (Rooster),Sculpture,2001
Ángel Ferrant,Formas para juegos infantiles I (Forms for Children’s Games I),,2012
Ángel Ferrant,Formas para juegos infantiles II (Forms for Children’s Games II),Room 400.03,2012
Ángel Ferrant,Formas para juegos infantiles III (Forms for Children’s Games III),Room 400.03,2012
Ángel Ferrant,Serie Venecia 18 (Venice Series 18),Sculpture,2006
Ángel Ferrant,Serie Venecia n.º 8 (Venice Series No. 8),Sculpture,2004
León Ferrari,Sin título (Untitled),"Work on paper, Drawing",2016
León Ferrari,Rua (Street),Graphic art,2009
León Ferrari,Planta (Floor plan),Graphic art,2009
León Ferrari,Bairro (Neighbourhood),Graphic art,2009
León Ferrari,Cidade (Town),Graphic art,2009
León Ferrari,Espectadores (Spectators),Graphic art,2009
León Ferrari,Passarela (Walkway),Graphic art,2009
León Ferrari,Autopista del Sur (South Highway),Graphic art,2009
León Ferrari,Espectadores (Spectators),Graphic art,2009
León Ferrari,Estudo (Study),Graphic art,2009
León Ferrari,Rond Point I (Round Point I),Graphic art,2009
León Ferrari,Rond Point II (Round Point II),Graphic art,2009
León Ferrari,Passarelas (Walkways),Graphic art,2009
León Ferrari,Tablero (Board),Graphic art,2009
León Ferrari,Toilette (Toilet),Graphic art,2009
León Ferrari,Caminos (Roads),Graphic art,2009
León Ferrari,Camas (Beds),Graphic art,2009
León Ferrari,Destino (Destination),Graphic art,2009
León Ferrari,Cruzamento (Crossing),Graphic art,2009
León Ferrari,Projeto (Project),Graphic art,2009
León Ferrari,Escritura (Writing),Graphic art,2009
León Ferrari,Cuadrado (Square),Graphic art,2009
León Ferrari,Cruce (Cross),Graphic art,2009
León Ferrari,Escalera (Stair),Graphic art,2009
León Ferrari,Gente (People),Graphic art,2009
León Ferrari,Mesas (Tables),Graphic art,2009
León Ferrari,Espiral (Spiral),Graphic art,2009
León Ferrari,Sin título (Untitled),Graphic art,2009
León Ferrari,La justicia/1492-1992. Quinto centenario de la conquista (Justice/1492–1992. Fifth Centenary of the Conquest),Installation,2020
León Ferrari,Ajedrez (Chess),Sculpture,2020
León Ferrari,Juego (Game),Sculpture,2020
León Ferrari,Ajedrez (Chess),Sculpture,2020
Adán Ferrer Rodríguez,Chabolas (Shacks),Graphic art,2010
Adán Ferrer Rodríguez,Campesino (Farmer),Graphic art,2010
Julio Ferrer Sama,"Lámpara «Metal». La novia del Sol (""Metal"" Lamp. Bride of the Sun)",Graphic art,2019
Emilio Ferrer i Espel,Artiach,Graphic art,2019
Esther Ferrer,Mallarmé revisé o Malarmado revisado (Mallarmé Revised or Malarmado Revised),Performance,2010
Esther Ferrer,Íntimo y personal (Intimate and Personal),"Performance, Photography",2010
Esther Ferrer,"El hilo del tiempo (acción en el happening colectivo «El tren de John Cage. A la búsqueda del silencio perdido», trenes de la red ferroviaria de Bolonia, 26-28 de junio de 1978) (The Thread of Time [action in the collective happening ""The John Cage Train. In Search of Lost Silence"", trains from the Bologna rail network, 26-28 June 1978])","Photography, Performance",2010
Esther Ferrer,Autorretrato en el tiempo (Self-Portrait in Time),Photography,2018
Esther Ferrer,Poema de los números primos (Poem of Prime Numbers),"Work on paper, Drawing",2013
Esther Ferrer,Poema de los números primos (Poem of Prime Numbers),"Work on paper, Drawing",2013
Esther Ferrer,Poema de los números primos (Poem of Prime Numbers),"Work on paper, Drawing",2013
Esther Ferrer,Memoria (Memory),Installation,1998
Horacio Ferrer,Cinco figuras en un metro cuadrado (Five Figures in One Square Metre),Painting,1988
Horacio Ferrer,Miliciano (Militiaman),"Work on paper, Drawing",2000
Horacio Ferrer,Miliciano (Militiaman),"Work on paper, Drawing",2000
Horacio Ferrer,Defensa de Madrid (Madrid Defence),"Work on paper, Drawing",2000
Horacio Ferrer,La aviación (The Air Force),"Work on paper, Drawing",2000
Horacio Ferrer,El campo con su ejército (The Field and Its Army),"Work on paper, Drawing",2000
Horacio Ferrer,Tres soldados (Three Soldiers),"Work on paper, Drawing",2000
Horacio Ferrer,Fábrica de armamento (Arms Factory),"Work on paper, Drawing",2000
Horacio Ferrer,Educación del soldado (Soldier's Education),"Work on paper, Drawing",2000
Horacio Ferrer,Niños muertos en el suelo (Dead Children on the Ground),"Work on paper, Drawing",2000
Horacio Ferrer,Milicianos disparando (Militiamen Shooting),"Work on paper, Drawing",2000
Horacio Ferrer,Muertos en combate (Men Killed in Combat),"Work on paper, Drawing",2000
Horacio Ferrer,Oficial republicano I (Republican Officer I),"Work on paper, Drawing",2000
Horacio Ferrer,Oficial republicano II (Republican Officer II),"Work on paper, Drawing",2000
Horacio Ferrer,Oficial republicano III (Republican Officer III),"Work on paper, Drawing",2000
Horacio Ferrer,Soldados en la trinchera I (Soldiers in a Trench I),"Work on paper, Drawing",2000
Horacio Ferrer,Soldados en la trinchera II (Soldiers in a Trench II),"Work on paper, Drawing",2000
Horacio Ferrer,Victoria (Victory),"Work on paper, Drawing",2000
Horacio Ferrer,Soldados a caballo (Soldiers on Horses),"Work on paper, Drawing",2000
Horacio Ferrer,Comisario politico (Political Commissar),"Work on paper, Drawing",2000
Horacio Ferrer,De puesto (On Duty),"Work on paper, Drawing",2000
Horacio Ferrer,Madre y dos niños en el refugio (Mother and Two Children in a Shelter),"Work on paper, Drawing",2000
Horacio Ferrer,Miliciano con fusil y capote (Militiaman with Rifle and Greatcoat),"Work on paper, Drawing",2000
Horacio Ferrer,Samuel en el refugio (Samuel in the Shelter),"Work on paper, Drawing",2000
Horacio Ferrer,Vomitando dinero (Vomiting Money),"Work on paper, Drawing",2000
Horacio Ferrer,Cavando trincheras (Digging Trenches),"Work on paper, Drawing",2000
Horacio Ferrer,Soldado de transmisiones (Communications Soldier),"Work on paper, Drawing",2000
Horacio Ferrer,Campesinos saludando a los soldados del camión (Peasants Wave to Soldiers on a Truck),"Work on paper, Drawing",2000
Horacio Ferrer,Milicianos disparando (Militiamen Shooting),"Work on paper, Drawing",2000
Horacio Ferrer,Figuras muertas en el espacio (Dead Figures in Space),"Work on paper, Drawing",2000
Horacio Ferrer,Al refugio (To the Shelter),"Work on paper, Drawing",2000
Horacio Ferrer,Mujer y niños muertos después de un bombardeo (Woman and Children Killed in an Air Raid),"Work on paper, Drawing",2000
Horacio Ferrer,En la trinchera (In a Trench),"Work on paper, Drawing",2000
Horacio Ferrer,Soldados y evacuados (Soldiers and Evacuees),"Work on paper, Drawing",2000
Horacio Ferrer,Soldados y mujeres (Soldiers and Women),"Work on paper, Drawing",2000
Horacio Ferrer,"Carro, mula, cuervos (Cart, Mule, Crows)","Work on paper, Drawing",2000
Horacio Ferrer,Leyendo la carta (Reading the Letter),"Work on paper, Drawing",2000
Horacio Ferrer,Mujeres en la fábrica (Women in the Factory),"Work on paper, Drawing",2000
Horacio Ferrer,La toma de Teruel (Taking Teruel),"Work on paper, Drawing",2000
Horacio Ferrer,Bajo la alambrada (Under the Wire),"Work on paper, Drawing",2000
Horacio Ferrer,Dos muertos (Two Dead People),"Work on paper, Drawing",2000
Horacio Ferrer,Barricadas (Barricades),"Work on paper, Drawing",2000
Horacio Ferrer,Defensa de Madrid (Madrid Defence),"Work on paper, Drawing",2000
Horacio Ferrer,Bombardeo (Air Raid),"Work on paper, Drawing",2000
Horacio Ferrer,Estado Mayor (Military Chiefs),"Work on paper, Drawing",2000
Horacio Ferrer,Tanqueta (Small Tank),"Work on paper, Drawing",2000
Horacio Ferrer,Soldado republicano (Republican Soldier),"Work on paper, Drawing",2000
Horacio Ferrer,Miliciano (Militiaman),"Work on paper, Drawing",2000
Horacio Ferrer,Miliciano (Militiaman),"Work on paper, Drawing",2000
Horacio Ferrer,Niño y madre muerta (Boy and Dead Mother),"Work on paper, Drawing",2000
Horacio Ferrer,Despedida del soldado (Soldier's Farewell),"Work on paper, Drawing",2000
Horacio Ferrer,La marina (The Navy),"Work on paper, Drawing",2000
Horacio Ferrer,Todo para la guerra (Everything for the War),"Work on paper, Drawing",2000
Horacio Ferrer,"Baena, miliciano de la FAI (Federación Anarquista Ibérica) (Baena, FAI Militiaman [Iberian Anarchist Federation])","Work on paper, Drawing",2000
Horacio Ferrer,Los bombardeos del campo (The Air Raids Over Fields),"Work on paper, Drawing",2000
Horacio Ferrer,Mujeres y niños en el sótano (Women and Children in the Basement),"Work on paper, Drawing",2000
Horacio Ferrer,Niña y madre muertas (Dead Girl and Mother),"Work on paper, Drawing",2000
Horacio Ferrer,Madrid 1937 (Aviones negros) (Madrid 1937 [Black Aeroplanes]),Painting,1996
Diego Figari,"Cuando la muerte llama a tu puerta / El arte es largo, la vida es corta (When Death Comes Knocking at Your Door / Art is Long, Life Is Short)","Work on paper, Drawing",2013
José A. Figueroa,"Collective Performance ""Young Artists Take Up Baseball"", performed on 24 September 1989 at Círculo Social Obrero José Antonio Echevarría, Havana, Cuba","Photography, Performance",2015
Robert Filliou,"Autoportrait bien fait, mal fait, pas fait (Self-Portrait Well Made, Badly Made, Not Made)",Sculpture,2010
Antonio Fillol Granell,La noche de San Benito. Recuerdo de las pitas a Martos O'Neale (The Night of Saint Benedict. Memory of the Whistling of Martos O'Neale),Painting,2019
Albert Fine,Dance,Film,2009
Albert Fine,Readymade,Film,2009
Eric Fischl,The Sunday Painter,Painting,2014
Peter Fischli,Der geringste Widerstand (The Least Resistance ),Video,2009
Peter Fischli,Ordnung und Reinlichkeit (Order and Cleanliness),"Work on paper, Drawing",2009
Peter Fischli,Der Rechte Weg (The Right Way ),Video,2009
Peter Fischli,Untitled (Small Root),Sculpture,2009
Peter Fischli,"Untitled (Rat and Bear, Sleeping)",Sculpture,2009
Peter Fischli,Parts of a Film with Rat and Bear,"Installation, Video",2009
Peter Fischli,Untitled (Concrete Landscape),Sculpture,2009
Peter Fischli,Mobile Video (Rat and Bear in the Studio),Video,2009
Kit Fitzgerald,Music Videos,Video,2007
Kit Fitzgerald,Antarctica,Video,2007
Dan Flavin,The Nominal Three (To William of Ockham),"Sculpture, Installation",2008
Dan Flavin,Untitled (To Hans Coper Master Potter),"Sculpture, Installation",1997
Plácido Fleitas,Mujer del sur (Woman from the South),Sculpture,1988
Plácido Fleitas,Composición abstracta (Abstract Composition),Sculpture,1988
José Luis Florit Rodero,Flamencos (Flamenco Musicians),"Work on paper, Drawing",1988
Henry Flynt,Duochord at a Perfect 5th,"Sculpture, Performance",2015
Andreas Fogarasi,Vasarely Go Home,Video,2012
Gonzalo Fonseca,Paisaje Constructivista (Constructivist Landscape),Painting,1988
Lucio Fontana,Concetto spaziale (Spatial Concept),Painting,1997
Lucio Fontana,Concetto spaziale (Spatial Concept),Painting,1997
Lucio Fontana,Concetto spaziale (Spatial Concept),Painting,1997
Lucio Fontana,Concetto spaziale (Spatial Concept),Painting,1997
Lucio Fontana,Concetto spaziale. La Fine di Dio (Spatial Concept. The End of God),Painting,1997
Lucio Fontana,Concetto spaziale (Spatial Concept),Painting,1997
Joan Fontcuberta,Noche (Night),Photography,1988
Joan Fontcuberta,Las rosas (The Roses),Photography,1988
Joan Fontcuberta,Van declarar frenèticament que sols els unia forta amistat (They Frenetically Declared That They Were Only United by a Strong Friendship),Photography,2014
Joan Fontcuberta,"L’urna t’oblida, amnistia (The Urn Forgets You, Amnesty)",Photography,2014
Joan Fontcuberta,"Museo Americano de Historia Natural, Nueva York (Museum of Natural History, New York)",Photography,2014
Joan Fontcuberta,"Museo de Historia Natural, Londres (Natural History Museum, London)",Photography,2014
Joan Fontcuberta,"Museo de Zoología, Barcelona (Museum of Zoology, Barcelona)",Photography,2014
Joan Fontcuberta,"Los pájaros (Hitchcock) Museo de Zoología, Barcelona (The Birds (Hitchcock) Museum of Zoology, Barcelona)",Photography,2014
Joan Fontcuberta,"Castillo de Montjuich, desde el puerto (Montjuich Castle, Seen from the Port)",Photography,1988
Joan Fontcuberta,Philosifux Hyemale,Photography,2019
Joan Fontcuberta,Rasputina Eclectica,Photography,2019
Joan Fontcuberta,Giliandria Escoliforcia,Photography,1988
Joan Fontcuberta,Blanquerna (Llull),Photography,2001
Joan Fontcuberta,Bombcat,Photography,2001
Carles Fontserè Carrió,Al front! (To the Front!),Graphic art,2009
Carles Fontserè Carrió,¡Unión! !Disciplina! Por el Socialismo! (Unity! Discipline! For Socialism!),Graphic art,2009
Carles Fontserè Carrió,Avant! (Proceed!),Graphic art,2009
Günther Förg,No Title,Photography,2003
Günther Förg,IG-Farben Haus (IG-Farben House),"Installation, Photography",1999
Günther Förg,Sin título (Untitled),Painting,2003
Pere Formiguera,Petaner (Crossbred),Photography,1987
Simone Forti,Three Grizzlies,"Video, Modern dance",2012
Simone Forti,Solo No. 1,"Video, Modern dance",2012
Simone Forti,Simone Forti at Saint Marks Church in 1976,"Photography, Modern dance",2012
Foto Hermanos Mayo,Bombardeo en Madrid (Air Raid on Madrid),Photography,2011
Foto Hermanos Mayo,"Agencia de empleo «Al aire libre» (""Outdoor"" Employment Agency)",Photography,2018
