,Artist,Title,Year_acquisition,Date_creation_year,Artist_birth_year,Artist_death_year
17902,Henry Ericsson,Luonnoksia Pohjanmaan museon vapaussodan muistohallin Isänmaa -nimistä lasimaalausta varten (?),,1930,1898,1933
17903,Henry Ericsson,"Miehen pää, omakuva",,1930,1898,1933
17904,Ellen Thesleff,Luonnoskirja,,1925,1869,1954
17905,Venny Soldan-Brofeldt,Tyttö ja kaksi kissaa,,,1863,1945
17907,Venny Soldan-Brofeldt,Lukeva nainen,,,1863,1945
17908,Tyko Sallinen,"Vasten aurinkoa, Sottunga",,1943,1879,1955
17909,Venny Soldan-Brofeldt,Huivipäisen naisen ja hattupäisen tytön harjoitelmia,,,1863,1945
17910,Reino Harsti,Petsamon risti,,1926,1900,1979
17911,Gösta Diehl,Maisema Etelä-Ranskasta,,1959,1899,1964
17912,Veikko Vionoja,Sirpillä leikkaaja,,1950,1909,2001
17913,Max Slevogt,Musta pantteri,1919,1900,,
17914,Venny Soldan-Brofeldt,Venevaja,,,1863,1945
17915,Hugo Simberg,Albert Edelfelt (Ville Vallgrenin veistoksen mukaan),,1893,1873,1917
17916,Magnus von Wright,Sorsia,,1853,1805,1868
17917,Reino Harsti,Näsyrin ämmi,,1926,1900,1979
17918,Verner Thomé,A. W. Finch,,,1878,1953
17919,Venny Soldan-Brofeldt,"Järvi iltavalossa, mahdollisesti Tuusulanjärvi",,1900,1863,1945
17920,Kauko Lehtinen,"Adieux Amsterdam, 6 tussipiirustusta",,1974,1925,2012
17923,Gunnar Pohjola,Pieni hiihtäjä,,1974,1927,2008
17924,Olavi Pulkkanen,Kala-aittoja I,,1975,1917,1995
17925,Ahti Lavonen,Mercurio III,,1965,1928,1970
17926,Pentti Lumikangas,Portti,,1975,1926,2005
17927,Venny Soldan-Brofeldt,Naiskasvoharjoitelmia,,,1863,1945
17929,Elga Sesemann,Naisen muotokuva,,1947,1922,2007
17930,Inari Krohn,Kantakapakka,,1973,1945,
17931,Venny Soldan-Brofeldt,Nainen rantakalliolla ongella,,,1863,1945
17932,Venny Soldan-Brofeldt,Maisema,,,1863,1945
17933,Niilo Hyttinen,Ihmisen juhla II,,1973,1940,2010
17934,Hugo Simberg,"Kaksi ruusunkukkaa ja lehti, luonnos Tampereen tuomiokirkon maalauksia varten",,,1873,1917
17935,Albert Gebhard,Kaksi pääharjoitelmaa,,,1869,1937
17936,Unto Koistinen,Alaston (XII),,1961,1917,1994
17937,Sven-Olof Westerlund,"Miehen pää, Angola -sarja",,1976,1935,
17938,Ilmari Vuori,Asetelma,,1926,1898,1975
17939,Santeri Salokivi,Omakuva,,,1886,1940
17940,Aarne Nopsanen,Aatami ja Eeva,,1930,1907,1990
17941,Veikko Vionoja,Asetelma,,1973,1909,2001
17942,Helge Dahlman,Talvimaisema Oravalan puistosta,,1950,1924,1979
17943,Venny Soldan-Brofeldt,Nukkuvan naisen pää,,,1863,1945
17944,Aarno Salosmaa,Sommitelma,,1977,1941,2008
17945,Juhana Blomstedt,Hienovarainen tunkeutuminen,,1978,1937,2010
17946,Venny Soldan-Brofeldt,Pyyhkeeseen kietoutunut seisova nainen,,,1863,1945
17947,Venny Soldan-Brofeldt,Jyrkkiä rantakallioita,,,1863,1945
17948,Martti Ranttila,Poika ja lintu,,1928,1897,1964
17949,Ole Kandelin,Kompositio,,1946,1920,1947
17950,Jorma Hautala,Teema tummana,,1977,1941,
17951,Jalmari Ruokokoski,Miehen muotokuva,,1925,1886,1936
17952,Venny Soldan-Brofeldt,"Kaksi istuvaa alastonta rannalla, taustalla purjevene",,,1863,1945
17953,Viljo Mäkinen,Nouses nyt et saadaan matto pois!,,1972,1920,1985
17954,Akseli Gallen-Kallela,"Nuoren naisen sivukuva, harjoitelma",,,1865,1931
17955,Venny Soldan-Brofeldt,Kolme lasta lukee kirjaa,,,1863,1945
17956,Venny Soldan-Brofeldt,Seisova poika,,1880,1863,1945
17957,Ina Colliander,Omakuva,,1933,1905,1985
17958,Göran Augustson,Saaristovalssi,,1975,1936,2012
17959,Venny Soldan-Brofeldt,Seisovan alastonmallin piirustusta taidekoulussa,,,1863,1945
17960,Laila Pullinen,Dolce II,,1971,1933,2015
17961,Pentti Kaskipuro,Sipuli ja purkki,,1972,1930,2010
17962,Antti Lampisuo,Punaviini,,1973,1926,
17963,Ulla Rantanen,Tuoli,,1973,1938,
17964,Kirsti Melartin,Hajoaminen,,1971,1931,
17965,,Théatre Montmartre. Cinéma Music-Hall (juliste),,1917,,
17966,Ernst Mether-Borgström,Tasapaino,,1976,1917,1996
17967,Rafael Wardi,Sisäkuva,,1971,1928,
17968,Veikko Laukkanen,Veljet,,1971,1930,2000
17969,Risto Vilhunen,Kosminen liike,,1968,1945,
17970,Aimo Kanerva,Neljä omenaa,,1963,1909,1991
17973,Venny Soldan-Brofeldt,Selin seisova alaston ja jalkaharjoitelmia,,,1863,1945
17974,Edwin Lydén,Lou-Lou Albert-Lazardin muotokuva,,1919,1879,1956
17976,Venny Soldan-Brofeldt,"Medusan pää, 2 tutk.",,,1863,1945
17977,Gunnar Pohjola,Naparetkeilijät,,1971,1927,2008
17978,Unto Pusa,Luonnos,,,1913,1973
17979,Ellen Thesleff,"Vanha kirkko, luonnos",,,1869,1954
17980,Venny Soldan-Brofeldt,Istuva alaston,,,1863,1945
17981,Venny Soldan-Brofeldt,Ikkunan ääressä käteensä nojaava tyttö,,,1863,1945
17982,Venny Soldan-Brofeldt,Harjoitelmia,,,1863,1945
17983,Kristján Gudmundsson,Piirros 19,,1989,1941,
17984,Hugo Simberg,"Köynnöksen kantajia, köynnöksen kaksi päätä, luonnos Tampereen tuomiokirkon lehterikaiteen maalauksiin; Öljylamppu (?) (kaksipuolinen teos)",,,1873,1917
17985,Frans Maexmontan,Kalliojyrkänne rannalla,,,1847,1901
17986,Venny Soldan-Brofeldt,Rannalla istuva hattupäinen nainen,,,1863,1945
17987,Albert Gebhard,Hevonen,,1897,1869,1937
17988,Timo Aalto,Simpu,,1986,1941,2003
17989,Venny Soldan-Brofeldt,Kaksi lasta,,,1863,1945
17990,Venny Soldan-Brofeldt,Rantahongikko,,,1863,1945
17991,Rabbe Enckell,Talvi Roomassa,,1964,1903,1974
17992,Venny Soldan-Brofeldt,Mänty rantakalliolla,,,1863,1945
17993,Aimo Kanerva,Keväisiä puita,,1971,1909,1991
17994,Venny Soldan-Brofeldt,Käsiharjoitelmia,,,1863,1945
17995,Yrjö Verho,Herttoniemi,,1954,1901,1992
17996,Caesar Kunwald,Sureva mies,,1929,1870,
17997,Venny Soldan-Brofeldt,Tanssijatar,,,1863,1945
17999,Erik Granfelt,Enkeli,,1960,1919,1990
18000,Hugo Simberg,"""Korsspindelen"", kaksi luonnosta Tampereen tuomiokirkon (Johanneksen kirkko) pohjoislehterin holvivaippaa varten ; Miehen pää lyijykynällä (kaksipuolinen teos)",,,1873,1917
18001,Erik Granfelt,Keinotekoinen maisema,,1969,1919,1990
18002,Gunnar Pohjola,Herääminen,,1971,1927,2008
18003,Erik Granfelt,Asetelma,,1982,1919,1990
18005,Antti Jantunen,Kiikarissa,,1972,1944,1989
18006,Kauko Lehtinen,Boheemi,,1971,1925,2012
18007,Hugo Simberg,"Selin seisova poika, luonnos Tampereen tuomiokirkon lehterimaalauksia varten",,,1873,1917
18008,Carl Eneas Sjöstrand,"Lemminkäinen?, luonnos veistosta varten ; paperin oikealla puolella naisfiguuri ja miesfiguuri, joiden keskellä puu",,,1828,1906
18009,Hugo Simberg,"Köynnöstä kantavia poikia, varhainen luonnos Tampereen tuomiokirkon etelälehterin kaidetta varten",,,1873,1917
18011,Pentti Lumikangas,Torni,,1972,1926,2005
18012,Hugo Simberg,Kaksi köynnöstä olallaan kantavaa poikaa ; Sama aihe. Nopeita ylimalkaisia luonnoksia Tampereen tuomiokirkon lehterimaalauksia varten (kaksipuolinen),,,1873,1917
18013,Mauri Heinonen,Asetelma IV,,,1926,2010
18014,Oscar Kleineh,Katunäkymä Vitréstä,,1869,1846,1919
18015,Ellen Thesleff,Luonnoskirja,,1927,1869,1954
18016,Venny Soldan-Brofeldt,Tyttö ja poika ratsailla,,,1863,1945
18017,Gunnar Pohjola,Aisapari,,1974,1927,2008
18018,Venny Soldan-Brofeldt,Sängyllä mahallaan lepäävä nainen,,,1863,1945
18019,Venny Soldan-Brofeldt,Talvileikit,,,1863,1945
18020,Venny Soldan-Brofeldt,"Nutturapäisen naisen kasvot profiilissa, Ringbomin muotokuva",,,1863,1945
18021,Juhana Blomstedt,Piirustus,,1971,1937,2010
18024,Ellen Thesleff,Ex Libris Leonard Johansson,,1900,1869,1954
18025,Pentti Kaskipuro,Mies ja kala II,,1972,1930,2010
18026,Olavi Vaarula,Poika,,1963,1927,1989
18027,Raimo Reinikainen,Laiva,,1973,1939,
18028,Juhani Hakalahti,ABUa!,,1975,1934,2010
18029,Antti Vuori,Kuuhullut,,1970,1935,
18030,Aimo Kanerva,Kanerva,,1971,1909,1991
18031,Reino Vihinen,Irti,,1985,1928,
18032,Antti Jantunen,Sähköinen rakennelma,,1973,1944,1989
18033,Hugo Simberg,"Haavoittunut enkeli, maisemaluonnos",,1902,1873,1917
18034,Venny Soldan-Brofeldt,Eri kohtauksia,,,1863,1945
18035,Marcus Collin,Teatterissa,,1932,1882,1966
18036,Juan Hernández Pijuan,Maisema 0,,1973,,
18037,Venny Soldan-Brofeldt,Lapsiharjoitelmia,,,1863,1945
18038,Albert Gebhard,Laulaja Otto Wallenius; Naisvartaloharjoitelma ja miehen pää (kaksipuolinen teos),,,1869,1937
18039,Lennu Juvela,Syksyinen päivä perunamaalla,,1947,1886,1979
18040,Venny Soldan-Brofeldt,Kanto,,,1863,1945
18041,Erik Granfelt,Titta ; Titta (kaksipuolinen teos),,1982,1919,1990
18043,Venny Soldan-Brofeldt,Johannes kastaa Jeesuksen,,,1863,1945
18044,Wilhelm von Wright,Kaksi riippuvaa peipposta,,1852,1810,1887
18045,Juhana Blomstedt,Kosteahkoa aluskasvillisuutta,,1975,1937,2010
18047,Venny Soldan-Brofeldt,Lankaa kehräävä nainen,,,1863,1945
18048,Venny Soldan-Brofeldt,Alaston nainen (ehkä lastenhoitaja Hilma Vainikainen) ja loikoileva mies,,,1863,1945
18049,Stig Fredriksson,Ilta,,1974,1929,2008
18050,Ellen Thesleff,Linnasta tehty luonnos,,,1869,1954
18051,Juho Rissanen,luonnospiirustus seinä tai lasimaalausta varten,,,1873,1950
18052,Per Stenius,Valoa seinälle,,1962,1922,2014
18053,Ferdinand von Wright,Kukkia ja lintuja puutarhan nurkassa,,1853,1822,1906
18054,Venny Soldan-Brofeldt,Tyttö ja suojelusenkeli sängyn laidalla,,,1863,1945
18055,Jalmari Ruokokoski,L.A. Salava,,1925,1886,1936
18056,Santeri Salokivi,Malli,,1908,1886,1940
18057,Carl Wilhelms,Naisen selkä,,,1889,1953
18058,Hugo Simberg,"Haavoittunut enkeli, etumainen paareja kantava poika. Luonnos Tampereen tuomiokirkon maalauksia varten",,,1873,1917
18059,Erkki Heikkilä,Riihenovi,,1973,1933,1996
18060,Kimmo Kaivanto,Aamu,,1972,1932,2012
18061,Juhana Blomstedt,Taka-ajatuksia,,1978,1937,2010
18062,Ferdinand von Wright,Harakoita kuolleen koppelon ympärillä,1876,1867,1822,1906
18063,Venny Soldan-Brofeldt,Piha,,,1863,1945
18064,Mauno Markkula,Mustat pilvet,,1925,,1959
18065,Pentti Kaskipuro,Hiljaisuus,,,1930,2010
18066,Lennu Juvela,Omakuva,,1944,1886,1979
18067,Hugo Simberg,Siipiluonnoksia Tampereen tuomiokirkon urkulehterin holvivaippoihin,,,1873,1917
18068,Matti Kujasalo,Kävelevä neliö,,1976,1946,
18069,Outi Ikkala,Nimetön,1975,1975,1935,2011
18070,Erik Granfelt,Asetelma,,1980,1919,1990
18071,Antti Vuori,Ensimmäisiä lentokoneita,,1973,1935,
18072,Ellen Thesleff,Maisemaluonnos,,,1869,1954
18073,Hugo Simberg,"Haavoittunut enkeli, luonnos Tampereen tuomikirkon (Johanneksen kirkko) freskoon",,,1873,1917
18074,Pentti Lumikangas,Varjo seinällä,,1972,1926,2005
18078,Aimo Kanerva,"Kesäsuo, Raattama",,1972,1909,1991
18080,Ferdinand von Wright,"Teeriä, koiras ja naaras",,1869,1822,1906
18081,Pentti Lumikangas,Portti Funchalissa,,1976,1926,2005
18082,Sam Vanni,Guassi,,1976,1908,1992
18083,Ellen Thesleff,Luonnoskirja,,1915,1869,1954
18084,Sven-Olof Westerlund,"Naisen pää, Angola -sarja",,1976,1935,
18085,Juhani Linnovaara,Ruustinna,,1973,1934,
18087,Harro Koskinen,"Syystalvella, Riihilä",,1974,1945,
18088,Aarno Salosmaa,Sommitelma,,1974,1941,2008
18089,Venny Soldan-Brofeldt,S.Alkion ja Ingmanin muotokuvat,,,1863,1945
18090,Lauri Ahlgrén,Rannalla istuja,,1972,1929,
18091,Venny Soldan-Brofeldt,Hattupäinen nainen,,,1863,1945
18092,Hugo Simberg,Istuva poika,,,1873,1917
18094,Venny Soldan-Brofeldt,Poika ja koira rannalla,,,1863,1945
18095,Taisto Ahtola,Aamutakissa,,1971,1917,2000
18096,Ernst Mether-Borgström,Sateliitteja,,1976,1917,1996
18097,Venny Soldan-Brofeldt,Jeesus parantaa?,,,1863,1945
18098,Venny Soldan-Brofeldt,Poika syöttää kolmea lammasta,,,1863,1945
18099,Sirkka-Liisa Lonka,Marraskuun ikkuna,,1974,1943,
18100,Tuomas von Boehm,Esineitä,,1950,1916,2000
18101,Hugo Simberg,"Köynnöstä olkapäällään kantava poika, luonnos Tampereen tuomiokirkon lehterimaalauksia varten",,,1873,1917
18102,Venny Soldan-Brofeldt,Tupa lehmineen,,,1863,1945
18103,Venny Soldan-Brofeldt,Hattupäinen mies,,,1863,1945
18105,Venny Soldan-Brofeldt,Selkäänsä pesevä nainen,,,1863,1945
18106,Vladimir Velickovic,"Kokemus, rotta n:o 19",,1973,1935,
18107,Urpo Wainio,Omakuva,,1947,1910,1975
18108,Sven Grönvall,Kukkia maljakossa,,1937,1908,1975
18109,Venny Soldan-Brofeldt,Joulupata -keräys,,,1863,1945
18110,Veikko Vionoja,Mies ikkunassa,,1940,1909,2001
18111,Venny Soldan-Brofeldt,Senaatin tori,,,1863,1945
18112,Matti Waskilampi,Mooseksen laki,,1973,1940,2013
18113,Kauko Lehtinen,Opettajan huolet,,1973,1925,2012
18114,Juho Rissanen,luonnospiirustus seinä tai lasimaalausta varten,,,1873,1950
18115,Harro Koskinen,Vuorenpää,,1974,1945,
18116,Werner Åström,Alastonmalli,,1925,1885,1979
18117,Victor Westerholm,Haka,,,1860,1919
18118,Venny Soldan-Brofeldt,Walter Runebergin Oikeuden jumalatar patsas,,,1863,1945
18119,Venny Soldan-Brofeldt,Käteensä nojaava huivipäinen mummo,,,1863,1945
18120,Juhana Blomstedt,Sarjasta Genesis (614),,1988,1937,2010
18121,Venny Soldan-Brofeldt,Kanteletta soittava ukko ja kolme kuuntelijaa,,,1863,1945
18122,Hugo Simberg,Marie von Heiroth,,1904,1873,1917
18124,Venny Soldan-Brofeldt,Hattupäinen nainen,,,1863,1945
18126,Venny Soldan-Brofeldt,Kaksi alastonharjoitelmaa,,,1863,1945
18127,Venny Soldan-Brofeldt,Kumartuva alaston sivusta,,,1863,1945
18128,Ragnar Ekelund,Myllypato,,1926,1892,1960
18129,Venny Soldan-Brofeldt,Hattupäinen mies,,,1863,1945
18130,Ina Colliander,Ikkuna Helsingissä,,1967,1905,1985
18131,Erik Enroth,Asetelma,,1963,1917,1975
18132,Erik Granfelt,Istuva malli II,,1974,1919,1990
18133,Sigrid Schauman,Taiteilijan isä Fredrik Valdemar Schauman,,,1877,1979
18134,Heikki Tuomela,Yksin,,1975,1922,1991
18135,Hugo Simberg,"Köynnöstä nostava poika selin, luonnos poikaan Tampereen tuomiokirkon urkulehterin alta",,,1873,1917
18136,Lennu Juvela,Savusauna Perämaassa,,1947,1886,1979
18137,Venny Soldan-Brofeldt,Äiti lukee Antti-pojalle,,,1863,1945
18138,Pentti Lumikangas,Portti merelle,,1975,1926,2005
18139,Uuno Alanko,Äiti kutoo sukkaa,,1913,1878,1964
18141,Sven-Olof Westerlund,Työ odottaa,,1973,1935,
18142,Venny Soldan-Brofeldt,Äiti ja lapsi sekä juova lapsi-harjoitelmia,,,1863,1945
18143,Eero Nelimarkka,Talvinen peltomaisema,,1927,1891,1977
18144,Hugo Simberg,Punaviiksinen mies,,1903,1873,1917
18145,Matti Kujasalo,7-osainen maalaus,,1987,1946,
18146,Rafael Wardi,Ikkunan ääressä,,1974,1928,
18147,Kimmo Kaivanto,Reservaatti R 4,,1973,1932,2012
18148,Venny Soldan-Brofeldt,Nainen lukee kirjaa makuullaan,,,1863,1945
18149,Venny Soldan-Brofeldt,Miehen muotokuva,,,1863,1945
18150,Eero Järnefelt,Ompeleva nainen ; Kaksi harjoitelmaa,,1887,1863,1937
18151,Marie-Louise de Geer-Bergenstråhle,Teatteri,,1971,,
18152,Rabbe Enckell,Omakuva,,1971,1903,1974
18153,Eemu Myntti,Maisema Cagnesista,,,1890,1943
18154,Venny Soldan-Brofeldt,Vuoristotiellä tyttö säkki selässä pysähtynyt katsomaan krusifiksia,,,1863,1945
18155,Erik Granfelt,Ruukkupuu (?),,1970,1919,1990
18156,Venny Soldan-Brofeldt,Nainen ja poika puutarhassa,,,1863,1945
18157,Venny Soldan-Brofeldt,Kolmimastoinen purjealus,,,1863,1945
18158,Tapani Raittila,Seisova nainen,,1961,1921,2018
18159,Venny Soldan-Brofeldt,Istuva alaston mies,,,1863,1945
18161,Kauko Hämäläinen,Numero 49,,1970,1928,1986
18162,Hugo Simberg,"Lintu (Harakka?), luonnos, ajateltu tässä Tampereen tuomiokirkon pohjoislehterin kaiteeseen",,,1873,1917
18163,Erik Granfelt,Tehtaita,,1970,1919,1990
18164,Carlos Planell,Maalaus,,1960,,
18165,Venny Soldan-Brofeldt,Istuva alaston sivusta,,,1863,1945
18166,Väinö Hämäläinen,Luonnoskirja,,1902,1876,1940
18167,Jorma Hautala,Lento,,1974,1941,
18168,Mauno Hartman,Piirustus,,1972,1930,2017
18169,Ferdinand von Wright,Närhiä,,1877,1822,1906
18170,Aimo Kanerva,Taidekauppias S (Sivori),,1946,1909,1991
18171,Nikolai Lehto,Vihreällä nurmella,,1974,1905,1994
18172,Albert Gebhard,"Ruukinpatruuna A.N:son Keirkner, muotokuvaharjoitelma",1945,1904,1869,1937
18173,Aimo Kanerva,Naisen pää,,1948,1909,1991
18174,Venny Soldan-Brofeldt,Lapset höyläpenkin ääressä,,,1863,1945
18175,Mikko Jalavisto,Sienanterra 2,,1970,1937,
18176,Mauri Heinonen,Lukeva,,1975,1926,2010
18178,Hugo Simberg,Tyttö,,1896,1873,1917
18179,Carolus Enckell,Kevätikkuna 1-6,,,1945,2017
18180,Juhana Blomstedt,Sarjasta Genesis (612),,1988,1937,2010
18181,Venny Soldan-Brofeldt,Istuva alaston peittää kasvonsa käsiin,,,1863,1945
18182,Venny Soldan-Brofeldt,Käsi nyrkissä ja osoittava käsi,,,1863,1945
18183,Albert Gebhard,"Istuva mies, silinterihattu päässä",,1889,1869,1937
18184,Venny Soldan-Brofeldt,Tanssiaiset,,,1863,1945
18185,Venny Soldan-Brofeldt,Naisen kasvot,,,1863,1945
18186,Venny Soldan-Brofeldt,Marttyyreiden hautaus,,,1863,1945
18187,Venny Soldan-Brofeldt,Maalaismaisema Pieksämäeltä 13.6.1891,,1891,1863,1945
18188,Ragnar Ekelund,Kirkko Avilassa,,1957,1892,1960
18190,Venny Soldan-Brofeldt,Kuutamomaisema,,,1863,1945
18191,Esko Tirronen,Aamuaihe I,,1975,1934,2011
18192,Venny Soldan-Brofeldt,Kaislikkoranta Kuopion takana,,1936,1863,1945
18193,Santeri Salokivi,Pilviä,,,1886,1940
18194,Venny Soldan-Brofeldt,Naisen muotokuva,,,1863,1945
18195,Erik Granfelt,Tomaatti,,1980,1919,1990
18196,Väinö Hervo,Asetelma,,1949,1894,1974
18197,Hugo Simberg,Siivet. Eri variaatioita siipi-aiheesta Tampereen tuomiokirkon keskiholvia varten,,,1873,1917
18198,Reino Harsti,Venetsian Lido,,1924,1900,1979
18199,Alpo Jaakola,Eläinrata,,1964,1929,1997
18202,Marcus Collin,Raitiovaunussa,,1925,1882,1966
18203,Henry Ericsson,Kyntäjä,,,1898,1933
18204,Nikolai Lehto,Paimen,,1974,1905,1994
18205,Venny Soldan-Brofeldt,Pajupilliä veistävä poika ja vanha mies,,,1863,1945
18206,Hugo Simberg,"Köynnöstä olallaan kantava poika, luonnos Tampereen tuomiokirkon lehterimaalauksia varten. Toteuttamaton asentoaihe",,,1873,1917
18207,Erik Granfelt,Lukeva nainen,,1980,1919,1990
18208,Juho Rissanen,luonnospiirustus seinä tai lasimaalausta varten,,,1873,1950
18209,Venny Soldan-Brofeldt,Alastonharjoitelma,,,1863,1945
18210,Raimo Kanerva,Linnunlaulupuu II,,1974,1941,1999
18212,Olavi Pulkkanen,Kökarin kiviä,,1978,1917,1995
18213,Ellen Thesleff,Luonnoskirja,,1887,1869,1954
18214,Maila Ponkkonen,Lemmikkejä,,1972,1943,
18215,Tapani Raittila,Istuva tyttö,,1974,1921,2018
18216,Carolus Enckell,Meren valoa,,1977,1945,2017
18217,Reino Harsti,Aihe Petsamosta,,1927,1900,1979
18218,Valle Rosenberg,"Nainen ""Loppan""",,,1891,1919
18220,Veikko Vionoja,Seurat,,1945,1909,2001
18222,Venny Soldan-Brofeldt,Soutuvene rantavesissä,,,1863,1945
18223,Ellen Thesleff,Luonnoskirja,,1914,1869,1954
18224,Venny Soldan-Brofeldt,Istuvan harjoitelmia,,,1863,1945
18225,Gunnar Pohjola,Mykkäkoulu,,1976,1927,2008
18228,Jorma Hautala,Eeva,,1977,1941,
18230,Antti Vuori,Hassut koneet,,1973,1935,
18231,Paul Osipow,Risti,,1973,1939,
18233,Venny Soldan-Brofeldt,Lepääviä poikia,,,1863,1945
18234,Ellen Thesleff,Luonnoskirja,,1940,1869,1954
18236,Pirkko Lepistö,Puro jäätyy,,1975,1922,
18237,Pentti Lumikangas,Unohdettu temppeli,,1974,1926,2005
18238,Ulla Rantanen,Peite,,1973,1938,
18239,Åke Mattas,Kerttu,,1952,1920,1962
18240,Erik Granfelt,Luonnos alttaritaulua varten,,1965,1919,1990
18241,Hugo Simberg,"Tampereen tuomiokirkon lasimaalausluonnoksia: Leijona, Pelikaani, Alakerran ruusuaihe",,,1873,1917
18242,Venny Soldan-Brofeldt,Uskonnollinen kohtaus,,,1863,1945
18243,Hugo Simberg,"Tampereen tuomiokirkon lehterin alla olevien ikkunoiden ruusuaiheinen lasimaalaus, I ja N kirjaimet. Luonnos",,,1873,1917
18244,Venny Soldan-Brofeldt,Harjoitelmia miehestä,,,1863,1945
18245,Heikki Nieminen,Eeva,,1974,1926,
18246,Matti Waskilampi,"Karavaani kulkee, vaikka sudet ulvovat",,1973,1940,2013
18247,Venny Soldan-Brofeldt,Vanhan naisen muotokuva profiilissa,,,1863,1945
18249,Venny Soldan-Brofeldt,"Karhu, hunajaa, kamera ja kuvaaja kuumailmapallossa",,,1863,1945
18250,Achille Funi,Triesten majakka,,1935,,
18251,Venny Soldan-Brofeldt,Kehto,,,1863,1945
18252,Venny Soldan-Brofeldt,Purjevene ja laskeva aurinko,,,1863,1945
18253,Hugo Simberg,"Käteen haavoittunut poika ; Jalka- ja käsitutkielmia, luonnoksia Tampereen tuomiokirkon (Johanneksen kirkko) lehterikaiteen maalauksiin",,,1873,1917
18255,Venny Soldan-Brofeldt,Sulkahattupäinen nainen,,,1863,1945
18256,Ole Kandelin,"Kompositio, luonnos Atleetti -teokseen",,1946,1920,1947
18258,Venny Soldan-Brofeldt,Naisen pää profiilissa,,,1863,1945
18259,Erik Granfelt,Henkilöryhmä,,1970,1919,1990
18260,Venny Soldan-Brofeldt,Vanhan naisen muotokuva,,,1863,1945
18261,Antti Jantunen,Sähköinen rakennelma,,1972,1944,1989
18262,Helge Dahlman,Maisema III,1962,1962,1924,1979
18263,Venny Soldan-Brofeldt,Miesharjoitelmia,,,1863,1945
18264,Erik Granfelt,Lepäävä,,1960,1919,1990
18265,Venny Soldan-Brofeldt,Äiti ja Antti,,,1863,1945
18266,Taisto Ahtola,Omakuva,,1973,1917,2000
18267,Juha Soisalo,Marianne,,1971,1941,
18268,Ina Colliander,Roomalainen raunio,,1960,1905,1985
18269,Kimmo Kaivanto,Aamiaistunti,,1970,1932,2012
18270,Matti Kujasalo,Vesi,,1973,1946,
18272,Jeffrey Steele,"Sg I 40, Cy III 7",,1975,1931,
18273,Ellen Thesleff,Luonnoskirja,,1913,1869,1954
18274,Veikko Vionoja,Tummapukuisia naisia,,1950,1909,2001
18275,Gunnar Pohjola,Tasapainon vuoksi,,1976,1927,2008
18276,Venny Soldan-Brofeldt,Ajelulla Fordin T-mallilla,,,1863,1945
18277,Lennu Juvela,Sippolan mökki,,1924,1886,1979
18278,Erkki Kulovesi,Rva Aune Karma,,1945,1895,1971
18280,Gunnar Pohjola,Taivaan vetovoima,,1971,1927,2008
18281,Venny Soldan-Brofeldt,Hattupäinen nainen,,,1863,1945
18282,Ellen Thesleff,Luonnoskirja,,1929,1869,1954
18283,Inari Krohn,Murhe,,1974,1945,
18284,Ernst Mether-Borgström,Keskitalvi 6,,1987,1917,1996
18285,Pentti Kaskipuro,Mies ja kala,,1971,1930,2010
18286,Wilho Sjöström,Nainen ja hattu,,1913,1873,1944
18288,Eero Nelimarkka,Omakuva,,1911,1891,1977
18289,Aimo Kanerva,Väinö Linna,,1962,1909,1991
18290,Jan Kenneth Weckman,Järjestelmä hälvenee,,1978,1946,
18291,Jaakko Sievänen,Emäntä,,1974,1932,2013
18292,Ellen Thesleff,"Maisemaluonnos, keskellä kirkko",,,1869,1954
18294,Hugo Simberg,"Köynnöstä kantava poika (nro 1) pää painuksissa, murhemielellä. Luonnos Tampereen tuomiokirkon maalauksia varten",,,1873,1917
18295,Hugo Simberg,"Orjantappuraportti, luonnos Tampereen tuomiokirkon (Johanneksen kirkko) saarnastuolin korkokuvaan",,,1873,1917
18296,Venny Soldan-Brofeldt,Seisova alaston mies ja muita harjoitelmia,,,1863,1945
18297,Raimo Reinikainen,Läheinen maisema,,1967,1939,
18298,Jorma Hautala,Pulssi,,1977,1941,
18300,Venny Soldan-Brofeldt,Istuva tyttö ja naisen pää,,,1863,1945
